winner,loser,surface,actual_total,model_total,model_std,model_prob,error,abs_error
Tomljanovic A.,Bouzas Maneiro J.,Clay,16,24.4,5.7,0.506,8.399999999999999,8.399999999999999
Joint M.,Li A.,Clay,15,23.2,5.8,0.6509999999999999,8.2,8.2
Cristian J.,Sevastova A.,Clay,19,23.2,5.9,0.63,4.199999999999999,4.199999999999999
Joint M.,Cristian J.,Clay,17,23.5,5.9,0.602,6.5,6.5
Samsonova L.,Noskova L.,Clay,19,23.8,6.0,0.65,4.800000000000001,4.800000000000001
Sramkova R.,Putintseva Y.,Clay,16,23.8,5.8,0.325,7.800000000000001,7.800000000000001
Linette M.,Krejcikova B.,Clay,18,23.7,5.7,0.43799999999999994,5.699999999999999,5.699999999999999
Bouzkova M.,Cornet A.,Clay,15,23.3,5.7,0.754,8.3,8.3
Krueger A.,Kessler M.,Clay,22,24.0,5.6,0.5670000000000001,2.0,2.0
Haddad Maia B.,Tauson C.,Clay,31,24.1,6.0,0.402,-6.899999999999999,6.899999999999999
Kalinskaya A.,Dolehide C.,Clay,27,23.9,5.9,0.467,-3.1000000000000014,3.1000000000000014
Collins D.,Kenin S.,Clay,22,24.2,5.8,0.564,2.1999999999999993,2.1999999999999993
Blinkova A.,Frech M.,Clay,21,23.8,5.7,0.337,2.8000000000000007,2.8000000000000007
Raducanu E.,Kasatkina D.,Clay,16,24.3,5.8,0.516,8.3,8.3
Linette M.,Sramkova R.,Clay,19,24.4,5.7,0.61,5.399999999999999,5.399999999999999
Samsonova L.,Parry D.,Clay,20,24.1,5.7,0.691,4.100000000000001,4.100000000000001
Haddad Maia B.,Krueger A.,Clay,22,24.4,5.6,0.5329999999999999,2.3999999999999986,2.3999999999999986
Navarro E.,Blinkova A.,Clay,17,24.0,5.8,0.588,7.0,7.0
Collins D.,Raducanu E.,Clay,26,24.5,5.6,0.546,-1.5,1.5
Kalinskaya A.,Pegula J.,Clay,28,24.1,5.8,0.294,-3.8999999999999986,3.8999999999999986
Rybakina E.,Linette M.,Clay,21,23.3,6.0,0.7909999999999999,2.3000000000000007,2.3000000000000007
Haddad Maia B.,Navarro E.,Clay,30,24.7,6.0,0.441,-5.300000000000001,5.300000000000001
Samsonova L.,Badosa P.,Clay,29,24.0,5.5,0.624,-5.0,5.0
Rybakina E.,Haddad Maia B.,Clay,28,22.4,5.7,0.7859999999999999,-5.600000000000001,5.600000000000001
Samsonova L.,Collins D.,Clay,18,24.3,5.6,0.47200000000000003,6.300000000000001,6.300000000000001
Rybakina E.,Samsonova L.,Clay,27,24.2,5.7,0.6629999999999999,-2.8000000000000007,2.8000000000000007
Mboko V.,Sun L.,Clay,20,24.4,5.5,0.643,4.399999999999999,4.399999999999999
Svitolina E.,Sonmez Z.,Clay,14,22.0,5.9,0.8370000000000001,8.0,8.0
Bondar A.,Siegemund L.,Clay,22,24.5,6.1,0.565,2.5,2.5
Lys E.,Stearns P.,Clay,15,22.5,5.8,0.6409999999999999,7.5,7.5
Sabalenka A.,Rakhimova K.,Clay,13,20.8,5.5,0.905,7.800000000000001,7.800000000000001
Arango E.,Eala A.,Clay,23,23.6,6.0,0.644,0.6000000000000014,0.6000000000000014
Zheng Q.,Pavlyuchenkova A.,Clay,19,22.7,5.9,0.722,3.6999999999999993,3.6999999999999993
Teichmann J.,Stefanini L.,Clay,20,24.0,5.6,0.537,4.0,4.0
Vekic D.,Blinkova A.,Clay,32,23.9,5.7,0.65,-8.100000000000001,8.100000000000001
Jovic I.,Zarazua R.,Clay,31,24.0,5.6,0.5539999999999999,-7.0,7.0
Paolini J.,Yuan Y.,Clay,26,23.4,5.8,0.797,-2.6000000000000014,2.6000000000000014
Potapova A.,Noskova L.,Clay,31,24.4,6.0,0.593,-6.600000000000001,6.600000000000001
Bejlek S.,Kostyuk M.,Clay,16,23.2,5.8,0.574,7.199999999999999,7.199999999999999
Bouzas Maneiro J.,Navarro E.,Clay,13,24.3,5.8,0.516,11.3,11.3
Starodubtseva Y.,Korpatsch T.,Clay,25,23.8,5.6,0.40399999999999997,-1.1999999999999993,1.1999999999999993
Kudermetova V.,Tomova V.,Clay,19,23.7,5.8,0.687,4.699999999999999,4.699999999999999
Swiatek I.,Sramkova R.,Clay,18,21.0,5.4,0.909,3.0,3.0
Samsonova L.,Sherif M.,Clay,21,24.4,5.5,0.6,3.3999999999999986,3.3999999999999986
Montgomery R.,Parry D.,Clay,15,24.5,5.7,0.499,9.5,9.5
Cristian J.,Birrell K.,Clay,13,21.5,5.5,0.818,8.5,8.5
Badosa P.,Osaka N.,Clay,30,24.6,5.7,0.405,-5.399999999999999,5.399999999999999
Pera B.,Garcia C.,Clay,20,24.1,5.6,0.317,4.100000000000001,4.100000000000001
Tomljanovic A.,Joint M.,Clay,16,23.1,6.0,0.342,7.100000000000001,7.100000000000001
Kasatkina D.,Siniakova K.,Clay,24,24.3,5.5,0.614,0.3000000000000007,0.3000000000000007
Ostapenko J.,Kudermetova P.,Clay,26,22.6,5.8,0.8029999999999999,-3.3999999999999986,3.3999999999999986
Krejcikova B.,Maria T.,Clay,22,24.0,5.6,0.622,2.0,2.0
Alexandrova E.,Bronzetti L.,Clay,17,22.1,5.9,0.8540000000000001,5.100000000000001,5.100000000000001
Keys M.,Saville D.,Clay,15,22.7,5.7,0.8059999999999999,7.699999999999999,7.699999999999999
Tauson C.,Linette M.,Clay,27,24.0,5.7,0.5920000000000001,-3.0,3.0
Dolehide C.,Minnen G.,Clay,28,24.3,5.6,0.546,-3.6999999999999993,3.6999999999999993
Cocciaretto E.,Townsend T.,Clay,17,24.4,5.7,0.565,7.399999999999999,7.399999999999999
Andreeva M.,Bucsa C.,Clay,19,23.6,5.7,0.773,4.600000000000001,4.600000000000001
Baptiste H.,Haddad Maia B.,Clay,26,22.5,5.5,0.616,-3.5,3.5
Hibino N.,Uchijima M.,Clay,19,24.5,5.8,0.446,5.5,5.5
Vondrousova M.,Selekhmeteva O.,Clay,20,24.0,5.6,0.5589999999999999,4.0,4.0
Kenin S.,Gracheva V.,Clay,16,24.6,5.8,0.527,8.600000000000001,8.600000000000001
Kalinina A.,Avanesyan E.,Clay,15,24.5,5.8,0.531,9.5,9.5
Gauff C.,Gadecki O.,Clay,16,21.4,5.5,0.903,5.399999999999999,5.399999999999999
Krueger A.,Lamens S.,Clay,19,24.0,5.5,0.578,5.0,5.0
Jacquemot E.,Sakkari M.,Clay,22,23.9,5.7,0.391,1.8999999999999986,1.8999999999999986
Frech M.,Jabeur O.,Clay,19,24.1,5.7,0.539,5.100000000000001,5.100000000000001
Boisson L.,Mertens E.,Clay,29,24.1,6.0,0.5710000000000001,-4.899999999999999,4.899999999999999
Putintseva Y.,Sierra S.,Clay,21,24.1,5.8,0.565,3.1000000000000014,3.1000000000000014
Garland J.,Volynets K.,Clay,28,23.8,5.7,0.503,-4.199999999999999,4.199999999999999
Bouzkova M.,Kalinskaya A.,Clay,22,23.7,5.6,0.628,1.6999999999999993,1.6999999999999993
Parks A.,Muchova K.,Clay,24,24.5,5.9,0.358,0.5,0.5
Zheng Q.,Arango E.,Clay,17,23.9,5.8,0.7140000000000001,6.899999999999999,6.899999999999999
Anisimova A.,Golubic V.,Clay,14,22.5,5.7,0.816,8.5,8.5
Mboko V.,Lys E.,Clay,20,24.3,5.8,0.495,4.300000000000001,4.300000000000001
Paolini J.,Tomljanovic A.,Clay,18,23.6,5.7,0.726,5.600000000000001,5.600000000000001
Svitolina E.,Bondar A.,Clay,25,24.2,6.1,0.695,-0.8000000000000007,0.8000000000000007
Pera B.,Vekic D.,Clay,31,23.4,5.6,0.304,-7.600000000000001,7.600000000000001
Starodubtseva Y.,Potapova A.,Clay,21,24.4,5.9,0.41100000000000003,3.3999999999999986,3.3999999999999986
Tauson C.,Rus A.,Clay,25,23.8,5.5,0.664,-1.1999999999999993,1.1999999999999993
Swiatek I.,Raducanu E.,Clay,15,22.8,5.9,0.7859999999999999,7.800000000000001,7.800000000000001
Danilovic O.,Collins D.,Clay,29,24.1,5.9,0.5,-4.899999999999999,4.899999999999999
Cristian J.,Bejlek S.,Clay,25,24.3,5.6,0.46299999999999997,-0.6999999999999993,0.6999999999999993
Ostapenko J.,Dolehide C.,Clay,30,24.3,5.9,0.56,-5.699999999999999,5.699999999999999
Sabalenka A.,Teichmann J.,Clay,16,23.1,5.8,0.83,7.100000000000001,7.100000000000001
Yastremska D.,Shnaider D.,Clay,24,24.3,5.9,0.389,0.3000000000000007,0.3000000000000007
Rybakina E.,Jovic I.,Clay,18,23.9,5.9,0.721,5.899999999999999,5.899999999999999
Andreeva M.,Krueger A.,Clay,19,24.3,5.9,0.733,5.300000000000001,5.300000000000001
Vondrousova M.,Frech M.,Clay,25,24.3,5.6,0.529,-0.6999999999999993,0.6999999999999993
Bouzkova M.,Kartal S.,Clay,17,23.4,5.6,0.56,6.399999999999999,6.399999999999999
Pegula J.,Li A.,Clay,22,23.6,5.7,0.682,1.6000000000000014,1.6000000000000014
Baptiste H.,Hibino N.,Clay,17,23.2,5.7,0.75,6.199999999999999,6.199999999999999
Alexandrova E.,Cocciaretto E.,Clay,16,22.0,5.9,0.754,6.0,6.0
Bouzas Maneiro J.,Montgomery R.,Clay,32,24.4,5.7,0.586,-7.600000000000001,7.600000000000001
Putintseva Y.,Garland J.,Clay,22,24.2,5.7,0.516,2.1999999999999993,2.1999999999999993
Kudermetova V.,Krejcikova B.,Clay,15,24.3,5.5,0.627,9.3,9.3
Gauff C.,Valentova T.,Clay,18,24.1,5.6,0.721,6.100000000000001,6.100000000000001
Keys M.,Boulter K.,Clay,16,23.9,5.7,0.6970000000000001,7.899999999999999,7.899999999999999
Boisson L.,Kalinina A.,Clay,15,23.6,5.8,0.67,8.600000000000001,8.600000000000001
Jacquemot E.,Parks A.,Clay,28,24.5,5.8,0.618,-3.5,3.5
Kenin S.,Azarenka V.,Clay,23,24.2,5.8,0.387,1.1999999999999993,1.1999999999999993
Kasatkina D.,Jeanjean L.,Clay,18,24.2,5.9,0.5529999999999999,6.199999999999999,6.199999999999999
Zheng Q.,Mboko V.,Clay,19,24.1,5.7,0.594,5.100000000000001,5.100000000000001
Anisimova A.,Tauson C.,Clay,23,22.5,5.8,0.708,-0.5,0.5
Sabalenka A.,Danilovic O.,Clay,17,24.3,5.9,0.6709999999999999,7.300000000000001,7.300000000000001
Samsonova L.,Yastremska D.,Clay,17,24.3,5.8,0.594,7.300000000000001,7.300000000000001
Swiatek I.,Cristian J.,Clay,20,23.2,5.8,0.812,3.1999999999999993,3.1999999999999993
Rybakina E.,Ostapenko J.,Clay,16,24.4,6.0,0.711,8.399999999999999,8.399999999999999
Paolini J.,Starodubtseva Y.,Clay,17,23.4,5.8,0.774,6.399999999999999,6.399999999999999
Svitolina E.,Pera B.,Clay,26,21.8,5.6,0.84,-4.199999999999999,4.199999999999999
Andreeva M.,Putintseva Y.,Clay,16,24.4,5.8,0.614,8.399999999999999,8.399999999999999
Kasatkina D.,Badosa P.,Clay,19,24.2,6.0,0.589,5.199999999999999,5.199999999999999
Pegula J.,Vondrousova M.,Clay,27,24.8,5.5,0.626,-2.1999999999999993,2.1999999999999993
Boisson L.,Jacquemot E.,Clay,27,24.3,5.7,0.68,-2.6999999999999993,2.6999999999999993
Alexandrova E.,Kudermetova V.,Clay,16,23.2,6.0,0.705,7.199999999999999,7.199999999999999
Baptiste H.,Bouzas Maneiro J.,Clay,20,23.8,5.7,0.5379999999999999,3.8000000000000007,3.8000000000000007
Keys M.,Kenin S.,Clay,31,24.1,5.8,0.665,-6.899999999999999,6.899999999999999
Gauff C.,Bouzkova M.,Clay,20,23.7,5.9,0.725,3.6999999999999993,3.6999999999999993
Svitolina E.,Paolini J.,Clay,30,24.5,5.8,0.499,-5.5,5.5
Zheng Q.,Samsonova L.,Clay,29,24.0,5.8,0.564,-5.0,5.0
Swiatek I.,Rybakina E.,Clay,28,24.3,5.7,0.628,-3.6999999999999993,3.6999999999999993
Sabalenka A.,Anisimova A.,Clay,21,23.7,5.5,0.542,2.6999999999999993,2.6999999999999993
Gauff C.,Alexandrova E.,Clay,18,23.0,5.7,0.457,5.0,5.0
Andreeva M.,Kasatkina D.,Clay,21,23.8,5.6,0.638,2.8000000000000007,2.8000000000000007
Boisson L.,Pegula J.,Clay,29,24.8,5.8,0.39299999999999996,-4.199999999999999,4.199999999999999
Keys M.,Baptiste H.,Clay,21,24.3,5.9,0.6759999999999999,3.3000000000000007,3.3000000000000007
Sabalenka A.,Zheng Q.,Clay,22,24.3,5.7,0.685,2.3000000000000007,2.3000000000000007
Swiatek I.,Svitolina E.,Clay,19,24.3,5.8,0.652,5.300000000000001,5.300000000000001
Gauff C.,Keys M.,Clay,30,24.2,5.5,0.596,-5.800000000000001,5.800000000000001
Boisson L.,Andreeva M.,Clay,22,23.9,6.0,0.462,1.8999999999999986,1.8999999999999986
Sabalenka A.,Swiatek I.,Clay,29,23.6,5.7,0.439,-5.399999999999999,5.399999999999999
Gauff C.,Boisson L.,Clay,15,24.0,5.8,0.696,9.0,9.0
Gauff C.,Sabalenka A.,Clay,31,24.1,6.1,0.509,-6.899999999999999,6.899999999999999
Kudermetova V.,Kudermetova P.,Grass,18,19.5,4.8,0.852,1.5,1.5
Mertens E.,Tomova V.,Grass,16,23.5,5.7,0.748,7.5,7.5
Blinkova A.,Siniakova K.,Grass,16,24.0,5.8,0.321,8.0,8.0
Pera B.,Linette M.,Grass,33,23.2,5.8,0.324,-9.8,9.8
Andreescu B.,Garland J.,Grass,16,24.6,5.7,0.519,8.600000000000001,8.600000000000001
Minnen G.,Collins D.,Grass,25,23.9,5.7,0.389,-1.1000000000000014,1.1000000000000014
Li A.,Potapova A.,Grass,20,24.1,6.0,0.517,4.100000000000001,4.100000000000001
Branstine C.,Samsonova L.,Grass,29,24.1,5.8,0.251,-4.899999999999999,4.899999999999999
Cocciaretto E.,Pera B.,Grass,20,19.2,4.8,0.805,-0.8000000000000007,0.8000000000000007
Alexandrova E.,Blinkova A.,Grass,18,22.7,5.8,0.794,4.699999999999999,4.699999999999999
Kudermetova V.,Minnen G.,Grass,17,23.9,5.9,0.613,6.899999999999999,6.899999999999999
Lamens S.,Li A.,Grass,26,24.2,5.9,0.436,-1.8000000000000007,1.8000000000000007
Mertens E.,Sakkari M.,Grass,15,24.0,5.8,0.636,9.0,9.0
Andreescu B.,Sun L.,Grass,16,23.2,5.9,0.636,7.199999999999999,7.199999999999999
Yuan Y.,Birrell K.,Grass,19,24.1,5.8,0.519,5.100000000000001,5.100000000000001
Alexandrova E.,Kudermetova V.,Grass,30,24.0,5.9,0.635,-6.0,6.0
Mertens E.,Yuan Y.,Grass,16,22.4,5.7,0.76,6.399999999999999,6.399999999999999
Cocciaretto E.,Lamens S.,Grass,21,23.7,5.8,0.7,2.6999999999999993,2.6999999999999993
Mertens E.,Alexandrova E.,Grass,31,24.2,5.7,0.457,-6.800000000000001,6.800000000000001
Kartal S.,Kasatkina D.,Grass,25,23.3,5.6,0.607,-1.6999999999999993,1.6999999999999993
Zakharova A.,Vekic D.,Grass,18,24.1,5.9,0.32299999999999995,6.100000000000001,6.100000000000001
Watson H.,Putintseva Y.,Grass,19,20.0,5.0,0.647,1.0,1.0
Boulter K.,Tomljanovic A.,Grass,30,23.6,5.8,0.607,-6.399999999999999,6.399999999999999
Muchova K.,Inglis M.,Grass,32,24.2,5.6,0.521,-7.800000000000001,7.800000000000001
Kessler M.,Jones F.,Grass,18,24.3,5.8,0.705,6.300000000000001,6.300000000000001
Raducanu E.,Bucsa C.,Grass,15,23.5,5.7,0.6509999999999999,8.5,8.5
Sramkova R.,Krejcikova B.,Grass,19,24.1,5.7,0.287,5.100000000000001,5.100000000000001
Shnaider D.,Frech M.,Grass,17,20.7,5.5,0.815,3.6999999999999993,3.6999999999999993
Navarro E.,Haddad Maia B.,Grass,29,24.0,5.7,0.6559999999999999,-5.0,5.0
Maria T.,Muchova K.,Grass,32,22.5,5.8,0.631,-9.5,9.5
Anisimova A.,Kartal S.,Grass,16,23.7,5.8,0.507,7.699999999999999,7.699999999999999
Keys M.,Zakharova A.,Grass,17,23.8,5.7,0.544,6.800000000000001,6.800000000000001
Shnaider D.,Boulter K.,Grass,25,23.0,5.8,0.654,-2.0,2.0
Rybakina E.,Watson H.,Grass,18,22.1,5.7,0.853,4.100000000000001,4.100000000000001
Raducanu E.,Sramkova R.,Grass,17,22.1,5.7,0.769,5.100000000000001,5.100000000000001
Zheng Q.,Kessler M.,Grass,31,24.5,5.8,0.45399999999999996,-6.5,6.5
Keys M.,Shnaider D.,Grass,27,22.0,5.5,0.313,-5.0,5.0
Maria T.,Rybakina E.,Grass,23,24.0,5.8,0.299,1.0,1.0
Zheng Q.,Raducanu E.,Grass,18,22.8,5.8,0.27699999999999997,4.800000000000001,4.800000000000001
Anisimova A.,Navarro E.,Grass,18,23.6,5.7,0.433,5.600000000000001,5.600000000000001
Maria T.,Keys M.,Grass,22,22.3,5.8,0.589,0.3000000000000007,0.3000000000000007
Anisimova A.,Zheng Q.,Grass,28,24.3,5.8,0.679,-3.6999999999999993,3.6999999999999993
Maria T.,Anisimova A.,Grass,19,23.6,5.9,0.485,4.600000000000001,4.600000000000001
Siniakova K.,Tomova V.,Grass,15,24.4,5.9,0.677,9.399999999999999,9.399999999999999
Navarro E.,Kostyuk M.,Grass,17,22.5,5.6,0.748,5.5,5.5
Jabeur O.,Dolehide C.,Grass,20,23.7,5.7,0.513,3.6999999999999993,3.6999999999999993
Masarova R.,Kenin S.,Grass,17,25.0,5.6,0.534,8.0,8.0
Frech M.,Andreeva M.,Grass,26,20.3,5.3,0.171,-5.699999999999999,5.699999999999999
Badosa P.,Lys E.,Grass,16,23.9,5.8,0.415,7.899999999999999,7.899999999999999
Samsonova L.,Osaka N.,Grass,32,24.8,5.6,0.59,-7.199999999999999,7.199999999999999
Vondrousova M.,Keys M.,Grass,25,23.8,5.8,0.622,-1.1999999999999993,1.1999999999999993
Anisimova A.,Andreescu B.,Grass,19,24.3,5.7,0.555,5.300000000000001,5.300000000000001
Shnaider D.,Vekic D.,Grass,18,24.6,5.8,0.61,6.600000000000001,6.600000000000001
Rybakina E.,Krueger A.,Grass,22,22.4,5.7,0.851,0.3999999999999986,0.3999999999999986
Badosa P.,Navarro E.,Grass,22,21.9,5.6,0.191,-0.10000000000000142,0.10000000000000142
Jabeur O.,Paolini J.,Grass,16,23.9,5.6,0.465,7.899999999999999,7.899999999999999
Samsonova L.,Pegula J.,Grass,38,18.6,4.7,0.6890000000000001,-19.4,19.4
Vondrousova M.,Shnaider D.,Grass,31,23.5,5.8,0.43,-7.5,7.5
Sabalenka A.,Masarova R.,Grass,21,25.3,5.9,0.68,4.300000000000001,4.300000000000001
Rybakina E.,Siniakova K.,Grass,23,22.8,5.7,0.7559999999999999,-0.1999999999999993,0.1999999999999993
Anisimova A.,Frech M.,Grass,27,22.7,6.0,0.815,-4.300000000000001,4.300000000000001
Vondrousova M.,Jabeur O.,Grass,17,24.0,5.8,0.532,7.0,7.0
Sabalenka A.,Rybakina E.,Grass,35,23.8,5.7,0.439,-11.2,11.2
Samsonova L.,Anisimova A.,Grass,14,22.8,5.9,0.591,8.8,8.8
Vondrousova M.,Sabalenka A.,Grass,18,23.8,5.8,0.345,5.800000000000001,5.800000000000001
Yastremska D.,Danilovic O.,Grass,23,24.4,5.6,0.564,1.3999999999999986,1.3999999999999986
Tauson C.,Birrell K.,Grass,20,23.7,6.2,0.688,3.6999999999999993,3.6999999999999993
Ruzic A.,Bronzetti L.,Grass,16,24.3,6.0,0.478,8.3,8.3
Blinkova A.,Rakhimova K.,Grass,17,24.4,5.8,0.44,7.399999999999999,7.399999999999999
Zhu L.,Sasnovich A.,Grass,17,23.7,5.6,0.424,6.699999999999999,6.699999999999999
Linette M.,Eala A.,Grass,19,24.2,5.9,0.375,5.199999999999999,5.199999999999999
Jones F.,Dart H.,Grass,22,24.3,5.7,0.449,2.3000000000000007,2.3000000000000007
Kartal S.,Jeanjean L.,Grass,19,21.9,5.8,0.836,2.8999999999999986,2.8999999999999986
Sramkova R.,Siegemund L.,Grass,36,23.7,5.7,0.293,-12.3,12.3
Boulter K.,Sun L.,Grass,16,24.4,5.8,0.581,8.399999999999999,8.399999999999999
Bucsa C.,Starodubtseva Y.,Grass,18,24.3,5.9,0.612,6.300000000000001,6.300000000000001
Kessler M.,Haddad Maia B.,Grass,37,24.1,5.7,0.435,-12.899999999999999,12.899999999999999
Yastremska D.,Ruzic A.,Grass,26,24.2,5.9,0.631,-1.8000000000000007,1.8000000000000007
Sramkova R.,Putintseva Y.,Grass,27,21.5,5.7,0.648,-5.5,5.5
Noskova L.,Jones F.,Grass,16,23.1,5.9,0.7959999999999999,7.100000000000001,7.100000000000001
Kessler M.,Zhu L.,Grass,17,24.4,5.8,0.581,7.399999999999999,7.399999999999999
Boulter K.,Kartal S.,Grass,29,23.3,5.8,0.368,-5.699999999999999,5.699999999999999
Tauson C.,Blinkova A.,Grass,20,24.2,5.8,0.6729999999999999,4.199999999999999,4.199999999999999
Linette M.,Tauson C.,Grass,20,24.7,5.9,0.374,4.699999999999999,4.699999999999999
Kessler M.,Boulter K.,Grass,28,24.0,5.6,0.473,-4.0,4.0
Sramkova R.,Noskova L.,Grass,29,23.5,5.9,0.282,-5.5,5.5
Yastremska D.,Linette M.,Grass,20,24.4,5.7,0.622,4.399999999999999,4.399999999999999
Kessler M.,Sramkova R.,Grass,18,24.9,5.8,0.624,6.899999999999999,6.899999999999999
Kessler M.,Yastremska D.,Grass,22,24.3,5.7,0.47200000000000003,2.3000000000000007,2.3000000000000007
Sakkari M.,Putintseva Y.,Grass,25,19.3,4.9,0.733,-5.699999999999999,5.699999999999999
Navarro E.,Kostyuk M.,Grass,20,21.8,5.4,0.747,1.8000000000000007,1.8000000000000007
Svitolina E.,Mertens E.,Grass,22,24.4,5.9,0.431,2.3999999999999986,2.3999999999999986
Noskova L.,Tomljanovic A.,Grass,17,23.0,5.6,0.685,6.0,6.0
Tauson C.,Frech M.,Grass,31,22.3,5.8,0.7340000000000001,-8.7,8.7
Alexandrova E.,Bencic B.,Grass,15,23.9,5.6,0.579,8.899999999999999,8.899999999999999
Vekic D.,Shnaider D.,Grass,18,24.8,5.6,0.391,6.800000000000001,6.800000000000001
Osaka N.,Danilovic O.,Grass,26,23.6,5.9,0.705,-2.3999999999999986,2.3999999999999986
Azarenka V.,Siegemund L.,Grass,16,23.4,5.4,0.39899999999999997,7.399999999999999,7.399999999999999
Haddad Maia B.,Krueger A.,Grass,17,24.4,5.6,0.613,7.399999999999999,7.399999999999999
Pegula J.,Siniakova K.,Grass,17,21.6,5.4,0.379,4.600000000000001,4.600000000000001
Swiatek I.,Azarenka V.,Grass,20,22.1,5.5,0.802,2.1000000000000014,2.1000000000000014
Navarro E.,Osaka N.,Grass,20,24.2,5.9,0.536,4.199999999999999,4.199999999999999
Alexandrova E.,Sakkari M.,Grass,31,23.7,5.8,0.6809999999999999,-7.300000000000001,7.300000000000001
Haddad Maia B.,Svitolina E.,Grass,32,24.1,5.8,0.425,-7.899999999999999,7.899999999999999
Noskova L.,Vekic D.,Grass,26,24.5,5.8,0.495,-1.5,1.5
Andreeva M.,Tauson C.,Grass,25,23.7,5.8,0.6829999999999999,-1.3000000000000007,1.3000000000000007
Paolini J.,Haddad Maia B.,Grass,24,24.1,5.9,0.541,0.10000000000000142,0.10000000000000142
Swiatek I.,Alexandrova E.,Grass,23,24.3,5.9,0.639,1.3000000000000007,1.3000000000000007
Pegula J.,Navarro E.,Grass,26,19.9,4.9,0.317,-6.100000000000001,6.100000000000001
Noskova L.,Andreeva M.,Grass,18,24.2,5.9,0.39,6.199999999999999,6.199999999999999
Swiatek I.,Paolini J.,Grass,16,22.9,5.9,0.746,6.899999999999999,6.899999999999999
Pegula J.,Noskova L.,Grass,32,20.9,5.1,0.365,-11.100000000000001,11.100000000000001
Pegula J.,Swiatek I.,Grass,22,19.0,4.6,0.203,-3.0,3.0
Eala A.,Bronzetti L.,Grass,13,24.7,5.7,0.623,11.7,11.7
Pavlyuchenkova A.,Tomova V.,Grass,33,24.3,5.6,0.6609999999999999,-8.7,8.7
Blinkova A.,Bouzkova M.,Grass,27,24.3,5.5,0.433,-2.6999999999999993,2.6999999999999993
Jones F.,Minnen G.,Grass,22,24.3,5.7,0.308,2.3000000000000007,2.3000000000000007
Sun L.,Kasatkina D.,Grass,29,23.7,5.6,0.376,-5.300000000000001,5.300000000000001
Joint M.,Jabeur O.,Grass,20,22.0,5.8,0.302,2.0,2.0
Birrell K.,Kenin S.,Grass,20,23.6,5.7,0.33799999999999997,3.6000000000000014,3.6000000000000014
Krejcikova B.,Dart H.,Grass,34,23.7,5.8,0.7340000000000001,-10.3,10.3
Rakhimova K.,Cocciaretto E.,Grass,29,22.6,5.6,0.29,-6.399999999999999,6.399999999999999
Sramkova R.,Cristian J.,Grass,17,23.7,5.8,0.564,6.699999999999999,6.699999999999999
Raducanu E.,Li A.,Grass,29,24.4,5.7,0.652,-4.600000000000001,4.600000000000001
Ostapenko J.,Kartal S.,Grass,22,22.4,5.8,0.327,0.3999999999999986,0.3999999999999986
Pavlyuchenkova A.,Birrell K.,Grass,24,23.0,5.9,0.7020000000000001,-1.0,1.0
Gracheva V.,Sramkova R.,Grass,21,24.0,5.7,0.555,3.0,3.0
Blinkova A.,Sun L.,Grass,18,24.3,5.7,0.479,6.300000000000001,6.300000000000001
Joint M.,Raducanu E.,Grass,30,20.5,5.4,0.258,-9.5,9.5
Rakhimova K.,Stearns P.,Grass,19,23.4,5.8,0.67,4.399999999999999,4.399999999999999
Yastremska D.,Jones F.,Grass,15,23.5,5.7,0.731,8.5,8.5
Joint M.,Blinkova A.,Grass,22,22.9,5.7,0.436,0.8999999999999986,0.8999999999999986
Eala A.,Yastremska D.,Grass,15,24.3,6.0,0.534,9.3,9.3
Pavlyuchenkova A.,Rakhimova K.,Grass,22,23.9,5.6,0.659,1.8999999999999986,1.8999999999999986
Eala A.,Gracheva V.,Grass,29,24.1,5.8,0.629,-4.899999999999999,4.899999999999999
Joint M.,Pavlyuchenkova A.,Grass,21,22.3,5.7,0.292,1.3000000000000007,1.3000000000000007
Joint M.,Eala A.,Grass,30,22.1,5.8,0.309,-7.899999999999999,7.899999999999999
Vekic D.,Birrell K.,Grass,16,22.9,5.9,0.7070000000000001,6.899999999999999,6.899999999999999
Svitolina E.,Bondar A.,Grass,16,18.8,4.8,0.899,2.8000000000000007,2.8000000000000007
Parry D.,Martic P.,Grass,27,23.5,6.0,0.6559999999999999,-3.5,3.5
Lys E.,Yuan Y.,Grass,30,24.1,5.8,0.5760000000000001,-5.899999999999999,5.899999999999999
Kartal S.,Ostapenko J.,Grass,28,21.9,5.8,0.6629999999999999,-6.100000000000001,6.100000000000001
Noskova L.,Pera B.,Grass,18,21.3,5.7,0.8170000000000001,3.3000000000000007,3.3000000000000007
Sabalenka A.,Branstine C.,Grass,19,24.3,5.9,0.727,5.300000000000001,5.300000000000001
Haddad Maia B.,Sramkova R.,Grass,23,23.6,5.9,0.6659999999999999,0.6000000000000014,0.6000000000000014
Sasnovich A.,Gracheva V.,Grass,36,23.6,5.7,0.5770000000000001,-12.399999999999999,12.399999999999999
Siegemund L.,Stearns P.,Grass,18,21.5,5.8,0.7979999999999999,3.5,3.5
Shnaider D.,Uchijima M.,Grass,22,20.6,5.3,0.9009999999999999,-1.3999999999999986,1.3999999999999986
Danilovic O.,Zhang S.,Grass,18,22.0,5.6,0.295,4.0,4.0
Galfi D.,Dart H.,Grass,30,23.9,5.9,0.675,-6.100000000000001,6.100000000000001
Vondrousova M.,Kessler M.,Grass,20,24.3,5.9,0.601,4.300000000000001,4.300000000000001
